Marital status;Application mode;Application order;Course;Daytime evening attendance ;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;17;2;9147;1;1;133,1;1;1;1;4;4;95;0;0;0;1;1;0;20;0;0;5;14;0;0;0;0;5;5;0;0;0;11,1;0,6;2,02;Dropout
1;44;1;9003;1;39;150;1;3;2;2;2;150;0;0;0;1;1;0;25;0;9;14;16;14;12,4285714285714;0;3;9;13;6;10,8571428571429;0;15,5;2,8;-4,06;Dropout
1;39;1;9991;0;1;139;1;1;1;4;10;140,7;0;0;0;1;1;0;25;0;0;5;13;1;10;0;0;5;8;2;11,3333333333333;0;12,4;0,5;1,79;Dropout
1;39;1;9003;1;19;133,1;1;4;1;2;4;120;0;0;0;1;1;0;25;0;0;3;4;0;0;0;0;3;5;0;0;0;16,2;0,3;-0,92;Dropout
1;17;4;9119;1;1;129;1;34;36;0;5;118,9;1;0;0;1;1;0;18;0;0;5;9;3;11,6666666666667;0;0;5;10;3;11,3333333333333;4;7,6;2,6;0,32;Dropout
1;1;1;9147;1;1;130;1;38;37;9;9;124,8;1;0;0;1;1;0;22;0;0;5;9;0;0;0;0;5;5;1;12;0;7,6;2,6;0,32;Dropout
1;17;6;9119;1;1;111;1;19;3;5;10;106,5;1;0;0;1;1;0;19;0;0;5;10;3;10,5;0;0;5;11;3;10,8;0;12,4;0,5;1,79;Dropout
2;39;1;9085;1;9;133,1;1;1;1;4;4;120;1;0;0;0;1;0;29;0;0;5;12;0;0;4;0;5;8;0;0;1;9,4;-0,8;-3,12;Dropout
1;39;1;8014;0;1;133,1;1;34;5;0;1;118,5;1;0;0;1;0;0;31;0;0;6;12;0;0;0;0;6;0;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9991;0;3;120;1;37;37;9;9;141;0;0;0;1;0;0;29;0;10;15;15;11;11,4545454545455;0;9;13;16;11;11,5454545454545;0;10,8;1,4;1,74;Dropout
1;17;1;9853;1;1;133,1;1;38;12;7;0;111,5;0;0;0;0;0;1;20;0;0;6;10;4;12;0;0;6;14;3;10;0;7,6;2,6;0,32;Dropout
4;39;1;9853;1;1;143;1;37;1;9;10;140;0;0;1;0;0;0;31;0;0;7;8;6;12,6666666666667;0;0;7;9;5;12,6;0;8,9;1,4;3,51;Dropout
1;7;1;9130;1;3;140;1;19;38;9;9;140;1;0;0;1;0;0;23;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;17;5;9070;1;1;122;1;19;38;5;7;119,6;0;0;1;0;0;0;21;0;0;6;6;4;13;0;0;6;8;4;11,6;0;10,8;1,4;1,74;Dropout
1;1;3;171;1;1;115;1;9;1;6;6;108,7;1;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;1;9130;1;1;123;1;19;3;3;2;121,6;1;0;1;1;0;1;19;0;0;5;7;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;17;1;9085;1;1;127;1;19;38;194;193;117,6;0;0;0;1;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;17;2;9147;1;1;116;1;1;38;4;3;114,6;1;0;0;1;0;0;19;0;0;5;15;2;10,75;0;0;5;11;2;10;0;13,9;-0,3;0,79;Dropout
1;17;5;9853;1;1;117;1;38;38;9;7;114,6;1;0;0;1;0;0;19;0;0;6;11;4;13,25;0;0;6;10;4;10,25;0;9,4;-0,8;-3,12;Dropout
1;17;4;9070;1;1;116;1;38;37;9;9;109;0;0;0;1;0;1;23;0;0;6;6;6;13,3333333333333;0;0;6;8;3;12,6666666666667;0;11,1;0,6;2,02;Dropout
1;1;1;9853;1;1;133,1;1;19;19;9;8;132;1;0;0;1;0;0;21;0;0;6;8;5;12;0;0;6;9;5;10,8;0;12,7;3,7;-1,7;Dropout
1;18;1;9773;1;1;135;1;1;1;3;3;129,8;0;0;0;1;0;1;18;0;0;6;6;6;12,6666666666667;0;0;6;6;6;11,8333333333333;0;12,7;3,7;-1,7;Dropout
2;39;1;9670;1;1;130;1;37;37;9;0;158;0;0;1;0;0;0;34;0;0;6;7;4;13,5;0;0;6;6;0;0;6;12,7;3,7;-1,7;Dropout
1;1;2;9773;1;1;108;1;38;38;7;7;115;1;0;1;0;0;0;20;0;0;6;0;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;39;1;9003;1;1;130;1;19;19;9;9;120;0;0;0;1;0;0;25;0;0;6;6;0;0;0;0;6;6;0;0;0;11,1;0,6;2,02;Dropout
1;17;2;9773;1;1;126;1;37;38;5;5;129,5;1;0;1;0;0;0;18;0;0;6;9;5;12,2;0;0;6;9;4;11,75;0;10,8;1,4;1,74;Dropout
1;17;5;9500;1;1;148;1;1;19;4;8;130,2;1;0;0;1;0;0;19;0;0;7;0;0;0;0;0;8;0;0;0;0;12,4;0,5;1,79;Dropout
1;42;1;8014;0;1;120;1;37;38;90;7;120;1;0;0;1;0;0;30;0;9;11;19;9;13,4444444444444;1;5;7;7;7;14,7142857142857;0;7,6;2,6;0,32;Dropout
1;17;1;9853;1;1;147;1;37;37;9;9;142,8;1;0;0;1;0;0;23;0;0;6;11;2;10;0;0;6;15;2;11;0;7,6;2,6;0,32;Dropout
2;39;1;9773;1;19;100;1;37;37;0;0;163,5;0;0;1;0;1;0;50;0;0;6;7;1;15;0;0;5;12;0;0;0;10,8;1,4;1,74;Dropout
1;18;4;9085;1;1;170;1;1;1;4;5;166,6;0;0;1;0;0;1;20;0;2;5;8;5;14,4;1;0;5;6;5;14;0;12,7;3,7;-1,7;Dropout
4;39;1;9238;1;19;133,1;1;37;37;9;10;103,5;0;0;0;0;0;0;44;0;0;6;0;0;0;0;0;6;0;0;0;0;13,9;-0,3;0,79;Dropout
1;39;1;9085;1;39;120;1;37;37;1;9;137,7;1;0;0;0;1;0;41;0;3;3;3;3;12,3333333333333;0;2;2;2;2;11;0;12,4;0,5;1,79;Dropout
4;39;2;9147;1;19;133,1;1;37;37;9;7;116,4;0;0;1;0;1;0;70;0;0;5;5;0;0;0;0;5;9;0;0;0;10,8;1,4;1,74;Dropout
4;39;1;9130;1;19;133,1;1;37;38;9;4;100,9;0;0;0;1;1;0;48;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;33;1;1;100;41;38;37;9;8;100;0;0;1;0;1;0;35;1;0;7;18;3;11,25;0;0;7;7;0;0;0;16,2;0,3;-0,92;Dropout
1;1;1;9147;1;1;143;1;3;1;5;5;152,1;1;0;1;1;1;0;18;0;0;5;15;4;13,3333333333333;0;0;5;6;2;13,5;0;13,9;-0,3;0,79;Dropout
1;43;1;9119;1;1;140;1;37;38;5;7;146,5;0;0;0;1;1;0;39;0;0;5;10;3;17,3333333333333;0;0;5;11;1;17;0;13,9;-0,3;0,79;Dropout
2;39;1;9147;1;19;133,1;1;37;19;9;3;128;0;0;0;1;1;0;49;0;0;5;9;3;14;0;0;5;8;3;13,6666666666667;0;8,9;1,4;3,51;Dropout
1;7;1;9556;1;4;190;1;5;5;2;2;190;1;0;0;1;1;0;43;0;4;4;4;4;13875;0;1;1;1;1;12,5;0;11,1;0,6;2,02;Dropout
2;39;1;9991;0;1;120;1;37;37;9;9;133,2;1;0;0;1;1;0;32;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
5;39;1;9991;0;1;120;1;37;37;9;9;138,1;0;0;0;1;1;1;37;0;0;5;8;5;13;0;0;5;11;4;13,3333333333333;2;16,2;0,3;-0,92;Dropout
1;39;1;8014;0;1;133,1;1;37;11;9;7;96;0;0;1;0;1;0;50;0;0;6;6;0;0;0;0;5;6;0;0;0;12,4;0,5;1,79;Dropout
2;39;1;9991;0;19;133,1;1;38;38;90;90;121,7;1;0;0;1;1;0;45;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9119;1;1;100;1;37;37;9;8;160;0;0;1;0;1;0;45;0;0;5;5;0;0;0;0;5;5;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9130;1;9;133,1;1;34;36;0;90;107,5;0;0;0;1;1;0;29;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
4;39;1;9670;1;1;140;1;2;1;3;9;170;0;0;1;0;1;0;53;0;0;6;11;3;14,3333333333333;0;0;6;6;0;0;0;12,7;3,7;-1,7;Dropout
1;43;1;33;1;19;133,1;1;38;38;4;4;140;0;0;1;1;1;0;35;0;3;10;18;6;12,6666666666667;0;1;9;11;3;12;2;16,2;0,3;-0,92;Dropout
1;39;1;8014;0;1;140;1;37;37;90;5;115,5;0;0;0;0;1;0;33;0;0;6;6;1;11;0;0;6;0;0;0;0;10,8;1,4;1,74;Dropout
1;7;3;9130;1;3;130;1;37;26;90;10;130;0;0;0;0;1;0;41;0;0;5;9;0;0;4;0;5;9;0;0;3;10,8;1,4;1,74;Dropout
1;39;1;9991;0;1;133,1;1;37;37;9;9;143,2;0;0;0;1;1;0;35;0;0;5;5;0;0;0;0;5;5;0;0;0;11,1;0,6;2,02;Dropout
1;1;1;9773;1;1;120;1;19;37;9;9;118,3;0;0;1;0;1;1;18;0;0;6;11;5;12,1666666666667;0;0;6;15;3;12;0;13,9;-0,3;0,79;Dropout
4;39;1;9130;1;1;140;1;37;37;6;7;150;1;0;0;1;1;0;34;0;0;6;9;0;0;0;0;6;6;0;0;0;16,2;0,3;-0,92;Dropout
1;17;2;9254;1;1;130;1;37;37;5;7;123,4;1;0;0;1;1;0;30;0;0;6;17;2;10;0;0;6;15;3;11,3333333333333;0;7,6;2,6;0,32;Dropout
1;51;1;9773;1;1;158;1;1;19;8;8;117,1;1;0;0;1;1;0;20;0;1;7;7;6;13,8333333333333;0;1;6;7;5;13;0;8,9;1,4;3,51;Dropout
1;1;1;9070;1;1;124;1;19;19;9;7;113,9;1;0;0;1;1;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;17;3;9500;1;1;142;1;3;3;3;3;132,9;1;0;0;1;1;0;18;0;0;7;8;5;14,2;0;0;7;9;6;12,4;0;12,4;0,5;1,79;Dropout
1;39;1;9991;0;1;150;1;1;19;4;8;123;0;0;0;1;1;0;27;0;0;5;8;4;11,5;0;0;5;9;3;10,3333333333333;0;12,7;3,7;-1,7;Dropout
2;43;1;9003;1;1;149;1;1;1;4;5;156,1;1;0;0;0;1;0;29;0;0;6;6;0;0;0;0;6;8;0;0;0;15,5;2,8;-4,06;Dropout
1;51;1;9003;1;39;130;1;1;19;4;4;120;1;0;1;0;1;0;22;0;0;6;12;3;11,3333333333333;0;0;6;13;2;11;0;8,9;1,4;3,51;Dropout
1;39;1;9670;1;6;133,1;1;1;1;90;3;107;1;0;0;1;1;0;30;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
2;39;1;9991;0;19;133,1;1;19;37;7;9;137,2;0;0;1;0;0;0;32;0;0;5;5;0;0;0;0;5;6;0;0;0;10,8;1,4;1,74;Dropout
1;1;4;171;1;1;132;1;1;19;4;5;138;1;0;1;0;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;2,8;-4,06;Dropout
1;15;1;9670;1;1;133,1;41;1;1;9;5;128,2;0;0;1;0;1;0;18;1;0;6;6;4;11,25;0;0;6;7;3;12,3333333333333;0;8,9;1,4;3,51;Dropout
1;43;1;9991;0;1;130;1;37;2;9;4;126,5;1;0;0;0;1;0;23;0;10;15;24;12;11;0;10;14;21;11;11,3636363636364;1;7,6;2,6;0,32;Dropout
1;17;6;9773;1;1;126;1;1;19;5;5;119;1;0;0;1;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;44;1;9085;1;39;140;1;1;1;4;7;140;1;0;1;1;0;0;22;0;2;6;9;6;12;0;1;6;12;3;12;0;13,9;-0,3;0,79;Dropout
1;1;1;171;1;1;148;1;3;2;4;2;131,6;1;0;0;1;0;0;21;0;6;12;12;8;13875;0;4;11;13;9;12,7;1;8,9;1,4;3,51;Dropout
1;17;1;9670;1;1;113;1;1;1;5;4;106,7;1;0;1;1;0;0;20;0;0;6;10;2;11,6666666666667;0;0;6;10;4;10,5;0;15,5;2,8;-4,06;Dropout
1;5;3;9085;1;1;143;1;37;37;0;90;159,1;0;0;1;1;0;1;18;0;0;5;5;5;14,4;0;0;5;5;5;14;0;7,6;2,6;0,32;Dropout
1;39;1;9500;1;1;120;1;3;3;2;2;149;0;0;0;0;1;0;36;0;0;6;15;2;11,5;0;0;7;9;0;0;0;15,5;2,8;-4,06;Dropout
1;1;2;9238;1;1;117;1;19;1;9;8;110;1;0;1;0;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;11,1;0,6;2,02;Dropout
1;1;4;9773;1;1;143;1;1;3;4;7;129,7;1;0;0;1;0;0;20;0;0;4;4;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;1;1;9238;1;1;115;1;1;1;9;4;109,1;1;0;1;0;0;1;22;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;17;1;9853;1;1;127;1;1;1;5;7;121,4;1;0;0;1;0;0;18;0;0;7;8;7;11,5714285714286;0;0;7;9;6;13,1666666666667;0;11,1;0,6;2,02;Dropout
1;43;1;9670;1;1;139;1;3;19;3;5;120,8;0;0;0;1;0;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;17;1;9254;1;1;136;1;39;3;3;3;128,7;1;0;0;1;0;0;20;0;0;6;8;6;11,6666666666667;0;0;6;10;6;11;0;13,9;-0,3;0,79;Dropout
1;39;1;9238;1;9;133,1;1;34;34;0;0;118;0;0;0;1;0;0;47;0;0;6;12;0;0;0;0;5;10;0;0;0;7,6;2,6;0,32;Dropout
2;39;1;9130;1;1;130;1;37;37;9;6;160;0;0;0;1;1;0;31;0;1;6;11;2;12;1;1;6;12;1;10;1;16,2;0,3;-0,92;Dropout
2;39;1;9119;1;1;110;1;37;37;90;5;150;1;0;0;1;1;0;46;0;0;5;6;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;17;3;9119;1;1;138;1;3;3;3;4;125,4;1;1;0;1;1;0;19;0;0;5;10;3;13,3333333333333;0;0;5;9;4;10,75;0;8,9;1,4;3,51;Dropout
1;44;1;9130;1;39;150;1;3;1;2;8;150;0;0;0;0;1;0;22;0;0;5;5;0;0;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;1;1;9147;1;1;108;41;3;3;9;9;107;0;0;1;0;0;0;19;1;0;5;14;0;0;0;0;5;5;0;0;0;8,9;1,4;3,51;Dropout
1;39;1;9130;1;1;133,1;1;3;34;3;0;120;0;0;1;0;1;0;29;0;0;5;11;0;0;4;0;5;6;0;0;1;9,4;-0,8;-3,12;Dropout
1;1;1;171;1;1;115;1;37;37;9;8;129;1;0;1;0;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;1;3;9773;1;1;140;1;1;39;4;1;128,1;1;1;0;1;1;0;21;0;0;6;6;5;11,8;0;0;6;9;0;0;0;16,2;0,3;-0,92;Dropout
1;1;1;9238;1;1;127;1;1;19;4;3;141,7;1;0;0;1;1;0;22;0;0;6;6;6;12,6666666666667;0;0;6;6;6;13,8333333333333;0;10,8;1,4;1,74;Dropout
1;39;1;9003;1;12;133,1;1;37;1;9;10;130;0;0;0;1;1;0;28;0;0;6;6;0;0;0;0;6;6;0;0;0;11,1;0,6;2,02;Dropout
1;5;4;9119;1;1;115;1;19;37;4;6;113,3;1;0;0;1;1;0;23;0;0;5;7;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;1;1;9773;1;1;108;1;34;38;0;3;105,9;0;0;0;1;1;0;20;0;0;6;11;4;10,75;0;0;6;13;2;10;0;7,6;2,6;0,32;Dropout
1;18;2;9119;1;1;136;1;1;2;5;4;122,7;1;0;0;1;1;0;18;0;0;5;7;5;12,6;0;0;5;9;3;13,25;0;13,9;-0,3;0,79;Dropout
1;39;2;9147;1;12;133,1;1;19;38;9;9;120;1;0;1;0;1;0;28;0;0;5;5;0;0;0;0;5;5;0;0;0;9,4;-0,8;-3,12;Dropout
1;44;1;9070;1;39;120;1;1;19;5;8;119,8;0;0;0;1;1;0;21;0;2;7;7;2;12;0;5;9;10;7;12,1428571428571;0;12,4;0,5;1,79;Dropout
1;39;1;9670;1;1;133,1;1;38;19;9;8;122,9;0;0;1;0;1;0;25;0;0;6;7;3;14;0;0;6;9;2;14,5;0;13,9;-0,3;0,79;Dropout
1;44;1;9085;1;39;160;1;1;1;5;4;160;1;1;0;0;1;0;19;0;2;6;6;6;14;0;1;6;11;6;13,5;0;12,4;0,5;1,79;Dropout
1;39;1;9119;1;3;130;1;1;38;90;90;143,4;0;0;0;1;1;0;29;0;0;3;3;0;0;3;0;5;0;0;0;0;10,8;1,4;1,74;Dropout
1;39;1;9119;1;19;133,1;1;37;38;3;7;96,7;0;0;0;1;1;1;29;0;0;5;6;0;0;0;0;5;7;0;0;0;12,4;0,5;1,79;Dropout
2;39;1;9119;1;1;120;1;34;34;0;0;140;1;0;0;1;1;0;33;0;0;5;14;1;18;0;0;5;9;2;13;0;9,4;-0,8;-3,12;Dropout
1;17;1;9070;1;1;119;1;38;19;9;9;115,2;0;0;0;1;1;1;21;0;0;6;8;4;11,5;0;0;6;7;5;11;0;15,5;2,8;-4,06;Dropout
1;39;2;9556;1;1;130;1;19;19;4;5;100;0;0;0;1;1;1;25;0;0;7;7;2;10;0;0;7;7;0;0;0;15,5;2,8;-4,06;Dropout
1;44;1;9070;1;39;120;1;19;1;9;3;120;1;0;0;1;1;0;23;0;2;7;8;5;12,2;0;5;9;10;7;12,1428571428571;1;16,2;0,3;-0,92;Dropout
1;39;1;9003;1;1;110;1;19;37;9;6;120;0;0;1;0;1;0;31;0;0;6;15;1;11;0;0;6;10;0;0;0;16,2;0,3;-0,92;Dropout
1;39;1;9003;1;1;133,1;1;37;37;4;7;130;0;0;1;0;1;0;32;0;0;6;8;3;13;0;4;10;14;6;11,4285714285714;0;16,2;0,3;-0,92;Dropout
1;39;1;171;1;1;147;1;37;38;175;193;133,3;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;16,2;0,3;-0,92;Dropout
1;7;1;8014;0;3;140;1;37;12;9;4;140;0;0;0;0;0;0;26;0;0;5;9;0;0;0;0;5;10;0;0;0;9,4;-0,8;-3,12;Dropout
2;44;1;9991;0;39;130;1;1;37;4;9;130;0;0;0;0;0;0;21;0;0;5;12;3;11,3333333333333;0;0;5;10;1;13;0;15,5;2,8;-4,06;Dropout
1;17;1;9147;1;1;114;1;19;19;9;7;107,7;0;0;0;1;0;0;19;0;0;5;7;2;10;0;0;5;11;2;14;0;10,8;1,4;1,74;Dropout
1;1;2;9147;1;1;121;1;19;19;9;9;126,3;1;0;0;1;0;0;20;0;0;5;12;1;10;2;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;1;4;9670;1;1;127;1;1;1;7;7;116,5;1;0;0;1;0;0;20;0;0;6;7;0;0;0;0;6;6;0;0;0;16,2;0,3;-0,92;Dropout
1;1;1;171;1;1;150;1;38;19;7;10;134,6;0;0;0;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;2,8;-4,06;Dropout
2;39;1;9991;0;1;140;1;37;37;9;9;120;0;0;0;0;0;0;38;0;0;5;6;5;10,6;0;0;5;9;2;11;0;12,7;3,7;-1,7;Dropout
1;39;1;9500;1;1;140;1;37;37;9;6;135,5;0;0;0;1;0;0;32;0;0;7;0;0;0;0;0;8;0;0;0;0;13,9;-0,3;0,79;Dropout
2;39;1;9991;0;1;147;1;34;34;90;90;111,7;1;0;0;1;0;0;28;0;0;5;10;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
2;39;1;8014;0;9;133,1;1;37;37;8;10;100;1;0;0;1;0;0;37;0;0;6;0;0;0;0;0;6;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;6;9238;1;1;131;1;1;3;4;2;131,7;1;0;0;1;0;0;18;0;0;6;8;4;11,75;0;0;6;8;4;12,25;0;9,4;-0,8;-3,12;Dropout
1;39;1;9500;1;19;133,1;1;37;37;9;6;120;0;0;0;0;0;1;39;0;0;7;14;3;11,5;0;0;7;9;2;10,5;0;16,2;0,3;-0,92;Dropout
1;7;1;9085;1;3;140;1;19;20;4;90;140;1;0;0;1;0;0;32;0;0;5;8;1;14;2;0;5;12;0;0;4;10,8;1,4;1,74;Dropout
1;1;1;9238;1;1;133,1;1;19;37;0;0;137;1;0;0;1;0;0;19;0;0;6;10;0;0;4;0;6;0;0;0;0;7,6;2,6;0,32;Dropout
2;39;1;9147;1;1;140;1;37;37;9;9;127,7;1;0;0;1;0;0;31;0;0;5;8;3;11;0;0;5;9;2;11,5;0;7,6;2,6;0,32;Dropout
1;39;1;9500;1;19;133,1;1;38;38;9;9;114,8;0;0;0;1;0;0;28;0;0;7;15;1;10,75;0;0;7;10;1;10;0;13,9;-0,3;0,79;Dropout
4;39;1;8014;0;19;133,1;1;37;37;90;7;110;0;0;0;0;0;0;31;0;0;6;8;5;11,4;0;0;6;9;3;11;0;9,4;-0,8;-3,12;Dropout
1;7;1;9085;1;3;130;1;1;19;9;10;130;0;0;0;1;0;0;34;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;17;2;9773;1;1;133,1;1;3;5;0;2;125,8;1;0;0;0;1;1;22;0;0;4;8;0;0;0;0;4;8;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9147;1;1;140;1;37;3;9;2;135,1;0;0;0;1;1;0;61;0;0;5;0;0;0;0;0;5;0;0;0;0;15,5;2,8;-4,06;Dropout
2;39;1;9991;0;1;133,1;1;37;37;9;9;132,8;0;0;1;0;1;0;45;0;0;5;9;0;0;0;0;5;11;0;0;0;12,4;0,5;1,79;Dropout
1;18;5;9500;1;1;137;1;19;1;1;10;129,3;0;0;0;1;0;0;19;0;0;7;0;0;0;0;0;8;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;42;1;9119;1;1;120;1;3;1;2;9;108,2;1;0;0;1;1;0;26;0;4;10;14;4;11,25;0;4;11;11;4;12;0;7,6;2,6;0,32;Dropout
1;17;4;9670;1;1;125;1;1;1;4;90;125,4;1;0;0;1;1;0;19;0;0;5;6;3;13,3333333333333;0;0;5;5;1;11;0;7,6;2,6;0,32;Dropout
1;1;3;9670;1;1;134;1;14;11;0;0;128,4;1;0;0;0;1;0;19;0;0;5;5;0;0;0;0;4;4;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9670;1;1;120;1;34;34;0;0;106;1;0;0;0;1;0;28;0;0;5;7;3;11,6666666666667;0;0;5;8;2;11,5;1;7,6;2,6;0,32;Dropout
2;39;1;9991;0;1;148;1;19;37;9;5;130,9;0;0;0;0;1;0;28;0;0;5;5;0;0;0;0;5;6;0;0;0;12,4;0,5;1,79;Dropout
1;39;1;9003;1;12;133,1;1;37;19;9;10;120;0;0;0;1;1;0;58;0;0;6;9;0;0;0;0;6;6;0;0;0;13,9;-0,3;0,79;Dropout
2;39;1;9991;0;1;135;1;34;34;0;0;134,1;1;0;0;0;1;0;49;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
4;42;1;9147;1;1;133,1;1;37;38;7;3;123;1;0;0;1;1;0;33;0;0;5;5;1;10;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
2;39;2;9119;1;19;133,1;1;37;37;7;7;118;0;0;0;0;1;0;33;0;0;5;11;0;0;0;0;5;5;0;0;0;9,4;-0,8;-3,12;Dropout
1;39;1;9991;0;19;133,1;1;19;37;7;5;155,5;1;0;1;0;1;0;39;0;0;5;6;5;10,6;0;0;5;7;5;14,6666666666667;0;10,8;1,4;1,74;Dropout
1;42;1;9119;1;6;120;1;35;35;6;6;128,2;1;0;0;1;1;0;34;0;4;6;8;4;11,25;0;1;5;8;2;10,5;0;7,6;2,6;0,32;Dropout
1;1;1;9147;1;1;128;1;1;1;2;10;116,5;0;0;0;1;1;0;19;0;0;5;8;2;10;0;0;5;8;1;16;0;7,6;2,6;0,32;Dropout
1;17;1;9070;1;1;134;1;1;1;5;0;133,3;1;0;0;1;1;0;18;0;0;6;7;5;10,8;1;0;6;6;0;0;0;7,6;2,6;0,32;Dropout
1;1;1;9238;1;1;127;1;2;2;3;4;115,8;1;0;0;1;1;0;19;0;0;6;11;3;12;0;0;6;12;2;10;0;11,1;0,6;2,02;Dropout
1;17;2;9085;1;1;133,1;1;19;38;9;1;100;1;0;1;0;1;0;19;0;0;6;10;5;12,5;0;0;6;19;2;13,5;0;12,4;0,5;1,79;Dropout
1;1;1;9773;1;1;143;1;1;3;3;3;149;1;0;0;1;0;0;18;0;0;6;8;6;11,4285714285714;0;0;6;7;6;11;0;11,1;0,6;2,02;Dropout
1;1;3;9070;1;1;146;1;34;34;0;0;143,6;1;0;0;1;0;0;18;0;0;6;6;6;12,5;0;0;6;6;6;13;0;7,6;2,6;0,32;Dropout
1;17;3;9070;1;1;132;1;38;1;5;5;124,3;0;1;0;1;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;1;5;9670;1;1;116;1;19;38;9;9;119,5;1;0;0;0;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;17;2;9238;1;1;136;1;1;3;3;4;126,6;1;0;0;1;0;0;18;0;0;6;6;6;16,5;0;0;6;7;6;17,4285714285714;0;11,1;0,6;2,02;Dropout
1;1;2;9773;1;1;125;1;19;1;4;5;122,2;1;0;0;1;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;11,1;0,6;2,02;Dropout
1;17;1;9147;1;1;138;1;37;1;9;9;123,7;1;0;1;1;0;1;19;0;0;5;5;4;11;0;0;5;5;0;0;0;11,1;0,6;2,02;Dropout
1;17;4;9670;1;1;110;1;19;37;9;99;106,1;1;1;1;0;0;1;18;0;0;6;6;1;11;0;0;6;0;0;0;0;12,7;3,7;-1,7;Dropout
1;17;3;9085;1;1;128;1;1;19;4;90;124,2;0;0;0;0;0;0;21;0;0;5;8;2;11,5;0;0;5;7;2;10,5;0;7,6;2,6;0,32;Dropout
1;17;1;9070;1;1;136;1;38;19;7;7;121,7;1;0;0;1;0;0;18;0;0;6;6;2;13;0;0;6;6;0;0;0;12,4;0,5;1,79;Dropout
1;17;1;9238;1;1;125;1;1;38;9;7;119,8;0;0;0;1;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;11,1;0,6;2,02;Dropout
1;7;1;9991;0;40;120;1;1;19;4;9;120;0;0;0;1;0;0;24;0;0;5;5;0;0;0;0;5;6;0;0;0;12,4;0,5;1,79;Dropout
1;1;3;9773;1;1;175;1;3;38;2;10;157,5;1;0;0;1;0;0;19;0;0;6;8;6;13,1666666666667;0;0;6;7;6;13,1666666666667;0;10,8;1,4;1,74;Dropout
